web-scraper-order,web-scraper-start-url,pages,pages-href,name,year,cost,state,run,fuel,color,volume,cuzov,transmission,drive-unit,region,update,show,table
"1574507698-402","https://cars.av.by/search/page/31?&search_time=7","Skoda Superb II","https://cars.av.by/skoda/superb/16234321","Skoda Superb II, 2011","2011","7 999","с пробегом","134000 км","бензин","черный","1800 см3","лифтбек","Автомат","Передний","Светлогорск, Гомельская обл.","Опубликовано
                            
                        
                        23.11.2019","17                         просмотров","Дополнительные опции:
                                
                                        Материал салона - ткань
                                                            Цвет салона - темный
                                    
                                                                Экстерьер
                
                                        Легкосплавные диски
                                    
                                Системы помощи
                
                                        Камера заднего вида
                                        Датчик дождя
                                    
                                Оптика и свет
                
                                        Противотуманные фары
                                    
                                Мультимедиа
                
                                        Штатная навигация
                                        Мультимедийный экран
                                        USB
                                        CD/MP3 проигрыватель
                                        Bluetooth
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Электростеклоподъемники задние
                                        Электрорегулировка сидений
                                    
                                Климат и обогрев
                
                                        Обогрев сидений
                                        Обогрев лобового стекла
                                        Обогрев зеркал
                                        Кондиционер
                                        Климат-контроль
                                    
                                Безопасность
                
                                        Сигнализация
                                        Подушки безопасности передние
                                        Подушки безопасности задние
                                        Подушки безопасности боковые
                                        Иммобилайзер
                                        Антипробуксовочная система
                                        ESP (система поддержания динамической стабильности)
                                        ABS (антиблокировочная система)"
"1574508158-506","https://cars.av.by/search/page/26?&search_time=7","Citroen Xsara I (рестайлинг) HDI","https://cars.av.by/citroen/xsara/16353609","Citroen Xsara I (рестайлинг) HDI, 2001","2001","2 399","с пробегом","299000 км","дизель","серебристый","2000 см3","универсал","Механика","Передний","Минск","Опубликовано
                            
                        
                        22.11.2019
                    
                                            
                            Поднято
                            23.11.2019","86                         просмотров","Дополнительные опции:
                                
                                        Материал салона - велюр
                                                            Цвет салона - темный
                                    
                                                                Мультимедиа
                
                                        CD/MP3 проигрыватель
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                    
                                Безопасность
                
                                        Подушки безопасности передние
                                        Подушки безопасности боковые
                                        ABS (антиблокировочная система)"
"1574510801-1117","https://cars.av.by/search/page/2?&search_time=7","Volkswagen Golf III cross","https://cars.av.by/volkswagen/golf/16345358","Volkswagen Golf III cross, 1996","1996","1 999","с пробегом","293000 км","бензин","белый","1800 см3","универсал","Механика","Передний","Минск","Обновлено
                            
                        
                        23.11.2019","232                         просмотра
                                                    (+232 сегодня)","Дополнительные опции:
                                
                                        Материал салона - велюр
                                                            Цвет салона - темный
                                    
                                                                Экстерьер
                
                                        Фаркоп
                                        Рейлинги на крыше
                                        Легкосплавные диски
                                    
                                Мультимедиа
                
                                        USB
                                        CD/MP3 проигрыватель
                                    
                                Климат и обогрев
                
                                        Обогрев зеркал
                                        Кондиционер
                                    
                                Безопасность
                
                                        Подушки безопасности передние
                                        Иммобилайзер
                                        ABS (антиблокировочная система)"
"1574508756-635","https://cars.av.by/search/page/21?&search_time=7","Opel Omega B (рестайлинг)","https://cars.av.by/opel/omega/16305006","Opel Omega B (рестайлинг), 2000","2000","3 300","с пробегом","260000 км","бензин (пропан-бутан)","серебристый","2200 см3","универсал","Автомат","Задний","Минск","Обновлено
                            
                        
                        23.11.2019","8                         просмотров
                                                    (+8 сегодня)","Дополнительные опции:
                                
                                        Материал салона - ткань
                                                            Цвет салона - светлый
                                    
                                                                Экстерьер
                
                                        Фаркоп
                                        Рейлинги на крыше
                                        Легкосплавные диски
                                    
                                Оптика и свет
                
                                        Противотуманные фары
                                    
                                Мультимедиа
                
                                        AUX/iPod
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Электрорегулировка сидений
                                        Управление мультимедиа с руля
                                    
                                Климат и обогрев
                
                                        Обогрев зеркал
                                        Климат-контроль
                                    
                                Безопасность
                
                                        Подушки безопасности передние
                                        Подушки безопасности боковые
                                        Антипробуксовочная система
                                        ABS (антиблокировочная система)"
"1574510819-1123","https://cars.av.by/search/page/2?&search_time=7","Renault Clio IV","https://cars.av.by/renault/clio/16277955","Renault Clio IV, 2015","2015","8 300","с пробегом","139500 км","дизель","белый","1461 см3","универсал","Механика","Передний","Гродно, Гродненская обл.","Обновлено
                            
                        
                        23.11.2019","337                         просмотров
                                                    (+337 сегодня)","Дополнительные опции:
                                
                                        Материал салона - велюр
                                                            Цвет салона - темный
                                    
                                                                Экстерьер
                
                                        Фаркоп
                                        Рейлинги на крыше
                                        Легкосплавные диски
                                    
                                Системы помощи
                
                                        Парктроники
                                        Датчик дождя
                                    
                                Оптика и свет
                
                                        Светодиодные фары
                                    
                                Мультимедиа
                
                                        Штатная навигация
                                        Мультимедийный экран
                                        USB
                                        CD/MP3 проигрыватель
                                        Bluetooth
                                        AUX/iPod
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Управление мультимедиа с руля
                                        Круиз-контроль
                                        Автозапуск двигателя
                                    
                                Климат и обогрев
                
                                        Кондиционер
                                    
                                Безопасность
                
                                        Подушки безопасности передние
                                        Подушки безопасности боковые
                                        Антипробуксовочная система
                                        ESP (система поддержания динамической стабильности)
                                        ABS (антиблокировочная система)"
"1574507174-265","https://cars.av.by/search/page/36?&search_time=7","Audi A6 C7","https://cars.av.by/audi/a6/16293373","Audi A6 C7, 2016","2016","26 368","с пробегом","38259 км","бензин","серый","1800 см3","седан","Автомат","null","Брест, Брестская обл.","Обновлено
                            
                        
                        21.11.2019
                    
                                            
                            Поднято
                            23.11.2019","170                         просмотров
                                                    (+30 сегодня)","Дополнительные опции:
                                
                                        Материал салона - натуральная кожа
                                                            Цвет салона - темный
                                    
                                                                Системы помощи
                
                                        Парктроники
                                        Камера заднего вида
                                        Датчик дождя
                                    
                                Оптика и свет
                
                                        Светодиодные фары
                                        Противотуманные фары
                                        Ксеноновые фары
                                    
                                Мультимедиа
                
                                        Мультимедийный экран
                                        USB
                                        CD/MP3 проигрыватель
                                        Bluetooth
                                        AUX/iPod
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Электростеклоподъемники задние
                                        Электрорегулировка сидений
                                        Управление мультимедиа с руля
                                        Круиз-контроль
                                        Автозапуск двигателя
                                    
                                Климат и обогрев
                
                                        Обогрев сидений
                                        Обогрев руля
                                        Обогрев зеркал
                                        Кондиционер
                                        Климат-контроль
                                    
                                Безопасность
                
                                        Подушки безопасности передние
                                        Подушки безопасности задние
                                        Подушки безопасности боковые
                                        Иммобилайзер
                                        Антипробуксовочная система
                                        ESP (система поддержания динамической стабильности)
                                        ABS (антиблокировочная система)"
"1574510246-999","https://cars.av.by/search/page/7?&search_time=7","Ford Focus III (рестайлинг)","https://cars.av.by/ford/focus/15909948","Ford Focus III (рестайлинг), 2016","2016","10 303","с пробегом","60000 км","бензин","черный","1000 см3","седан","Автомат","Передний","Минск","Обновлено
                            
                        
                        22.11.2019
                    
                                            
                            Поднято
                            22.11.2019","375                         просмотров
                                                    (+51 сегодня)","Дополнительные опции:
                                
                                        Материал салона - велюр
                                                            Цвет салона - светлый
                                    
                                                                Экстерьер
                
                                        Легкосплавные диски
                                    
                                Системы помощи
                
                                        Контроль мертвых зон на зеркалах
                                        Камера заднего вида
                                    
                                Оптика и свет
                
                                        Светодиодные фары
                                        Противотуманные фары
                                    
                                Мультимедиа
                
                                        Мультимедийный экран
                                        USB
                                        CD/MP3 проигрыватель
                                        Bluetooth
                                        AUX/iPod
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Электростеклоподъемники задние
                                        Управление мультимедиа с руля
                                        Круиз-контроль
                                    
                                Климат и обогрев
                
                                        Обогрев зеркал
                                        Климат-контроль
                                    
                                Безопасность
                
                                        Сигнализация
                                        Подушки безопасности передние
                                        Подушки безопасности задние
                                        Подушки безопасности боковые
                                        Иммобилайзер
                                        Антипробуксовочная система
                                        ESP (система поддержания динамической стабильности)
                                        ABS (антиблокировочная система)"
"1574510596-1066","https://cars.av.by/search/page/4?&search_time=7","Lexus GS III 450h","https://cars.av.by/lexus/gs/16323535","Lexus GS III 450h, 2007","2007","11 500","с пробегом","199000 км","бензин (гибрид)","красный","3500 см3","седан","Автомат","Задний","Минск","Опубликовано
                            
                        
                        20.11.2019
                    
                                            
                            Поднято
                            22.11.2019","603                         просмотра
                                                    (+194 сегодня)","Дополнительные опции:
                                
                                        Материал салона - натуральная кожа
                                                            Цвет салона - темный
                                    
                                                                Экстерьер
                
                                        Легкосплавные диски
                                    
                                Системы помощи
                
                                        Парктроники
                                        Датчик дождя
                                    
                                Оптика и свет
                
                                        Противотуманные фары
                                        Ксеноновые фары
                                    
                                Мультимедиа
                
                                        Штатная навигация
                                        Мультимедийный экран
                                        CD/MP3 проигрыватель
                                        Bluetooth
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Электростеклоподъемники задние
                                        Электрорегулировка сидений
                                        Управление мультимедиа с руля
                                        Круиз-контроль
                                    
                                Климат и обогрев
                
                                        Обогрев сидений
                                        Обогрев зеркал
                                        Кондиционер
                                        Климат-контроль
                                    
                                Безопасность
                
                                        Сигнализация
                                        Подушки безопасности передние
                                        Подушки безопасности задние
                                        Подушки безопасности боковые
                                        Антипробуксовочная система
                                        ESP (система поддержания динамической стабильности)
                                        ABS (антиблокировочная система)"
"1574508766-638","https://cars.av.by/search/page/21?&search_time=7","Audi A6 C5","https://cars.av.by/audi/a6/16359803","Audi A6 C5, 1999","1999","4 377","с пробегом","339209 км","дизель","серебристый","1896 см3","универсал","Механика","Передний","Брест, Брестская обл.","Опубликовано
                            
                        
                        23.11.2019","27                         просмотров","Дополнительные опции:
                                
                                        Материал салона - ткань
                                                            Цвет салона - темный"
"1574508633-613","https://cars.av.by/search/page/22?&search_time=7","Volvo XC90 I (рестайлинг)","https://cars.av.by/volvo/xc90/16359785","Volvo XC90 I (рестайлинг), 2010","2010","15 900","с пробегом","219000 км","дизель","черный","2400 см3","внедорожник 5 дв.","Автомат","Постоянный полный","Минск","Опубликовано
                            
                        
                        23.11.2019","35                         просмотров
                                                    (+35 сегодня)","Дополнительные опции:
                                
                                        Материал салона - натуральная кожа
                                                            Цвет салона - темный
                                    
                                                                Экстерьер
                
                                        Рейлинги на крыше
                                        Легкосплавные диски
                                    
                                Системы помощи
                
                                        Парктроники
                                        Датчик дождя
                                    
                                Оптика и свет
                
                                        Противотуманные фары
                                        Ксеноновые фары
                                    
                                Мультимедиа
                
                                        CD/MP3 проигрыватель
                                        Bluetooth
                                        AUX/iPod
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Электростеклоподъемники задние
                                        Электрорегулировка сидений
                                        Управление мультимедиа с руля
                                        Круиз-контроль
                                        Автозапуск двигателя
                                    
                                Климат и обогрев
                
                                        Обогрев сидений
                                        Обогрев лобового стекла
                                        Обогрев зеркал
                                        Кондиционер
                                        Климат-контроль
                                    
                                Безопасность
                
                                        Сигнализация
                                        Подушки безопасности передние
                                        Подушки безопасности задние
                                        Подушки безопасности боковые
                                        Иммобилайзер
                                        Антипробуксовочная система
                                        ESP (система поддержания динамической стабильности)
                                        ABS (антиблокировочная система)"
"1574507200-272","https://cars.av.by/search/page/36?&search_time=7","Ford Mondeo I","https://cars.av.by/ford/mondeo/16307678","Ford Mondeo I, 1994","1994","800","с пробегом","453788 км","бензин","другой","1800 см3","хэтчбек 5 дв.","Механика","Передний","Новогрудок, Гродненская обл.","Опубликовано
                            
                        
                        17.11.2019
                    
                                            
                            Поднято
                            23.11.2019","398                         просмотров
                                                    (+19 сегодня)","Дополнительные опции:
                                
                                        Материал салона - велюр
                                                            Цвет салона - темный"
"1574508901-672","https://cars.av.by/search/page/20?&search_time=7","Mercedes-Benz E-Класс W210, S210","https://cars.av.by/mercedes-benz/e-klass/16359832","Mercedes-Benz E-Класс W210, S210, 1996","1996","1 500","с пробегом","99999 км","бензин","синий","3200 см3","седан","Автомат","Задний","Гомель, Гомельская обл.","Опубликовано
                            
                        
                        23.11.2019","100                         просмотров
                                                    (+100 сегодня)","Дополнительные опции:
                                
                                        Материал салона - натуральная кожа
                                                            Цвет салона - комбинированный
                                    
                                                                Оптика и свет
                
                                        Ксеноновые фары
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                    
                                Климат и обогрев
                
                                        Обогрев сидений
                                        Обогрев лобового стекла
                                        Климат-контроль
                                    
                                Интерьер
                
                                        Люк
                                    
                                Безопасность
                
                                        Сигнализация"
"1574510156-976","https://cars.av.by/search/page/8?&search_time=7","Mercedes-Benz CLS C219","https://cars.av.by/mercedes-benz/cls/16005668","Mercedes-Benz CLS C219, 2005","2005","10 500","с пробегом","208000 км","бензин","серый","3500 см3","седан","Автомат","Задний","Солигорск, Минская обл.","Обновлено
                            
                        
                        18.11.2019
                    
                                            
                            Поднято
                            22.11.2019","1284                         просмотра
                                                    (+78 сегодня)","Дополнительные опции:
                                
                                        Материал салона - натуральная кожа
                                                            Цвет салона - темный
                                    
                                                                Системы помощи
                
                                        Парктроники
                                        Датчик дождя
                                    
                                Оптика и свет
                
                                        Противотуманные фары
                                        Ксеноновые фары
                                    
                                Мультимедиа
                
                                        Мультимедийный экран
                                        CD/MP3 проигрыватель
                                        AUX/iPod
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Электростеклоподъемники задние
                                        Электрорегулировка сидений
                                        Управление мультимедиа с руля
                                        Круиз-контроль
                                    
                                Климат и обогрев
                
                                        Обогрев сидений
                                        Кондиционер
                                        Климат-контроль
                                    
                                Безопасность
                
                                        Подушки безопасности передние
                                        Подушки безопасности задние
                                        Подушки безопасности боковые
                                        Антипробуксовочная система
                                        ESP (система поддержания динамической стабильности)
                                        ABS (антиблокировочная система)"
"1574507221-278","https://cars.av.by/search/page/36?&search_time=7","Mercedes-Benz E-Класс W212, S212, C207, A207 CGI   AMG","https://cars.av.by/mercedes-benz/e-klass/15513277","Mercedes-Benz E-Класс W212, S212, C207, A207 CGI   AMG, 2010","2010","11 450","с пробегом","188000 км","бензин","белый","1800 см3","седан","Автомат","Задний","Витебск, Витебская обл.","Обновлено
                            
                        
                        18.11.2019
                    
                                            
                            Поднято
                            23.11.2019","3699                         просмотров
                                                    (+164 сегодня)","Дополнительные опции:
                                
                                        Материал салона - комбинированный
                                                            Цвет салона - темный
                                    
                                                                Экстерьер
                
                                        Легкосплавные диски
                                    
                                Системы помощи
                
                                        Парктроники
                                        Датчик дождя
                                    
                                Оптика и свет
                
                                        Светодиодные фары
                                        Противотуманные фары
                                        Ксеноновые фары
                                    
                                Мультимедиа
                
                                        Мультимедийный экран
                                        USB
                                        CD/MP3 проигрыватель
                                        Bluetooth
                                        AUX/iPod
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Электростеклоподъемники задние
                                        Электрорегулировка сидений
                                        Управление мультимедиа с руля
                                        Круиз-контроль
                                    
                                Климат и обогрев
                
                                        Обогрев сидений
                                        Обогрев зеркал
                                        Кондиционер
                                        Климат-контроль
                                    
                                Интерьер
                
                                        Люк
                                    
                                Безопасность
                
                                        Сигнализация
                                        Подушки безопасности передние
                                        Подушки безопасности задние
                                        Подушки безопасности боковые
                                        Иммобилайзер
                                        Антипробуксовочная система
                                        ESP (система поддержания динамической стабильности)
                                        ABS (антиблокировочная система)"
"1574509249-758","https://cars.av.by/search/page/16?&search_time=7","Fiat Palio I","https://cars.av.by/fiat/palio/16309910","Fiat Palio I, 1998","1998","450","на запчасти","350000 км","бензин","синий","1200 см3","универсал","Механика","Передний","Борисов, Минская обл.","Опубликовано
                            
                        
                        18.11.2019
                    
                                            
                            Поднято
                            23.11.2019","332                         просмотра
                                                    (+20 сегодня)","Дополнительные опции:
                                
                                        Материал салона - комбинированный
                                                            Цвет салона - комбинированный"
"1574507914-464","https://cars.av.by/search/page/28?&search_time=7","Mitsubishi Lancer X (рестайлинг)","https://cars.av.by/mitsubishi/lancer/16359697","Mitsubishi Lancer X (рестайлинг), 2012","2012","9 500","с пробегом","158 км","бензин","черный","1600 см3","седан","Автомат","Передний","Гомель, Гомельская обл.","Опубликовано
                            
                        
                        23.11.2019","39                         просмотров
                                                    (+39 сегодня)","Дополнительные опции:
                                
                                        Материал салона - ткань
                                                            Цвет салона - темный
                                    
                                                                Экстерьер
                
                                        Легкосплавные диски
                                    
                                Системы помощи
                
                                        Парктроники
                                    
                                Оптика и свет
                
                                        Противотуманные фары
                                        Ксеноновые фары
                                    
                                Мультимедиа
                
                                        CD/MP3 проигрыватель
                                        AUX/iPod
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Электростеклоподъемники задние
                                        Управление мультимедиа с руля
                                    
                                Климат и обогрев
                
                                        Обогрев сидений
                                        Обогрев зеркал
                                        Кондиционер
                                    
                                Безопасность
                
                                        Сигнализация
                                        Подушки безопасности передние
                                        Подушки безопасности задние
                                        Подушки безопасности боковые
                                        ABS (антиблокировочная система)"
"1574507950-474","https://cars.av.by/search/page/28?&search_time=7","Citroen C5 I","https://cars.av.by/citroen/c5/16359701","Citroen C5 I, 2002","2002","4 200","с пробегом","400000 км","дизель","серый","2000 см3","универсал","Механика","Передний","Речица, Гомельская обл.","Опубликовано
                            
                        
                        23.11.2019","43                         просмотра
                                                    (+43 сегодня)","Дополнительные опции:
                                
                                        Материал салона - велюр
                                                            Цвет салона - темный
                                    
                                                                Системы помощи
                
                                        Датчик дождя
                                    
                                Мультимедиа
                
                                        USB
                                        CD/MP3 проигрыватель
                                    
                                Комфорт
                
                                        Электростеклоподъемники передние
                                        Электростеклоподъемники задние
                                        Круиз-контроль
                                    
                                Климат и обогрев
                
                                        Обогрев зеркал
                                        Климат-контроль
                                    
                                Безопасность
                
                                        Сигнализация
                                        Подушки безопасности передние
                                        Подушки безопасности задние
                                        Подушки безопасности боковые
                                        Иммобилайзер
                                        Антипробуксовочная система
                                        ESP (система поддержания динамической стабильности)
                                        ABS (антиблокировочная система)"
